		(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)	(73)	(74)	(75)	(76)	(77)	(78)	(79)	(80)	(81)	(82)	(83)	(84)	(85)	(86)	(87)	(88)	(89)	(90)	(91)	(92)	(93)	(94)	(95)	(96)	(97)	(98)	(99)	(100)	(101)	(102)	(103)	(104)	(105)	(106)	(107)	(108)	(109)	(110)	(111)	(112)	(113)	(114)	(115)	(116)	(117)	(118)	(119)	(120)	(121)	(122)	(123)	(124)	(125)	(126)	(127)	(128)	(129)	(130)	(131)	(132)	(133)	(134)	(135)	(136)	(137)	(138)	(139)	(140)	(141)	(142)	(143)	(144)	(145)	(146)	(147)	(148)	(149)	(150)	(151)	(152)	(153)	(154)	(155)	(156)	(157)	(158)	(159)	(160)	(161)	(162)	(163)	(164)	(165)	(166)	(167)	(168)	(169)	(170)	(171)	(172)	(173)	(174)	(175)	(176)	(177)	(178)	(179)	(180)	(181)	(182)	(183)	(184)	(185)	(186)	(187)	(188)	(189)	(190)	(191)	(192)	(193)	(194)	(195)	(196)	(197)	(198)	(199)	(200)	(201)	(202)	(203)	(204)	(205)	(206)	(207)	(208)	(209)	(210)	(211)	(212)	(213)	(214)	(215)	(216)	(217)	(218)	(219)	(220)	(221)	(222)	(223)	(224)	(225)	(226)	(227)	(228)	(229)	(230)	(231)	(232)	(233)	(234)	(235)	(236)	(237)	(238)	(239)	(240)	(241)	(242)	(243)	(244)	(245)	(246)	(247)	(248)	(249)	(250)	(251)	(252)	(253)	(254)	(255)	(256)	(257)	(258)	(259)	(260)	(261)	(262)	(263)	(264)	(265)	(266)	(267)	(268)	(269)	(270)	(271)	(272)	(273)	(274)	(275)	(276)	(277)	(278)	(279)	(280)	(281)	(282)	(283)	(284)	(285)	(286)	(287)	(288)	(289)	(290)	(291)	(292)	(293)	(294)	(295)	(296)	(297)	(298)	(299)	(300)	(301)	(302)	(303)	(304)	(305)	(306)	(307)	(308)	(309)	(310)	(311)	(312)	(313)	(314)	(315)	(316)	(317)	(318)	(319)	(320)	(321)	(322)	(323)	(324)	(325)	(326)	(327)	(328)	(329)	(330)	(331)	(332)	(333)	(334)	(335)	(336)	(337)	(338)	(339)	(340)	(341)	(342)
R-squared			0.247	0.048	0.085		0.150	0.070	0.063			0.137	0.139	0.328	0.483	0.103	0.004	0.106	0.107	0.053	0.351	0.101	0.100	0.100	0.158	0.042	0.106	0.069	0.009	0.059	0.016	0.380	0.452	0.637	0.265		0.265	0.179	0.269	0.214	0.055		0.055				0.249	0.099	0.275	0.081	0.592		1.000	0.001	0.008					0.002	0.010	0.010	0.003	0.021	0.025	0.028	0.013	0.017	0.017	0.018	0.018	0.015	0.020	0.013	0.022	0.053	0.033	0.124	0.004	0.022	0.031				0.065				0.068	0.105	0.016	0.010	0.009	0.018	0.036	0.008	0.045	0.020	0.000	0.000	0.017	0.003	0.014	0.015	0.019	0.012	0.037	0.010	0.014	0.029	0.014	0.010	0.009	0.023	0.000	0.014	0.008	0.008	0.020	0.016	0.008			0.011	0.001	0.009	0.002	0.008	0.019	0.010	0.044		0.032	0.011	0.002	0.033	0.006	0.009	0.003	0.014	0.004	0.026	0.011	0.049	0.015	0.023	0.023	0.023	0.007	0.021	0.008	0.014	0.019	0.014	0.013	0.007	0.005	0.022	0.019	0.018	0.025	0.027	0.000	0.026	0.009	0.013	0.010	0.010	0.008	0.011	0.071	0.071	0.071	0.071	0.000		0.014	0.010	0.038	0.034	0.013	0.013	0.013	0.013	0.005	0.010	0.017	0.010	0.018	0.035	0.010	0.017	0.015	0.009	0.027	0.027	0.010	0.008	0.028	0.028	0.010	0.010	0.003	0.007	0.012	0.008	0.008	0.010	0.000	0.008	0.005	0.003	0.008	0.004	0.012	0.011	0.008	0.014	0.008	0.010	0.010	0.010	0.010	0.008	0.011	0.010	0.005	0.008	0.010	0.014	0.017	0.008	0.011	0.011	0.011	0.010	0.011	0.017	0.011	0.011	0.015	0.000	0.015	0.015	0.015	0.015	0.008	0.010	0.022	0.008	0.003	0.008	0.011	0.011	0.016	0.011	0.010	0.008	0.010	0.008	0.014	0.008	0.008	0.010	0.008	0.012	0.008	0.017	0.010	0.017	0.015	0.011	0.010	0.017	0.008	0.008	0.024	0.015	0.010	0.010	0.021	0.008	0.008	0.004	0.025	0.028	0.017	0.015	0.010	0.015	0.015	0.010	0.012	0.008	0.008	0.010	0.044	0.010	0.011	0.014	0.010	0.016	0.011	0.011	0.016	0.001	0.008		0.247	0.056	0.092	0.170	0.070	0.063			0.113	0.121	0.328	0.490	0.100	0.009	0.106	0.098	0.053	0.351	0.101	0.099	0.099	0.170	0.039	0.084	0.053	0.016	0.059	0.018	0.387	0.452	0.639	0.282		0.282	0.179
Mean of control		1.000	0.398	0.482	0.422	1.000	2.157	0.494	2.952	1.000	1.000	0.783	0.578	0.060	0.271	0.554	0.904	1.000	1.578	0.735	0.000	0.000	12.735	,	459.771	1.349	0.482	1.831	0.831	0.000	0.831	3.470	1.614	5.084	4.916	0.000	4.916	6.169	0.771	6.940	0.060	0.000	0.060	1.000	0.000	1.000	26.420	84.428	25.033	148.701	20.663	19.000	0.614	1.988	1.000	0.000	,	,	,	45.976	-29.072	,	21.301	2.349	1.048	3.663	5.892	108.241	,	2.422	,	0.073	0.049	0.049	0.000	0.220	0.146	0.390	0.049	0.000	0.195	0.000	0.000	,	1.122	18.000	,	,	1.805	8.780	0.253	0.301	0.651	0.084	0.072	0.000	0.060	0.024	1.084	,	3.108	-10.928	2.060	-11.157	-256.740	-79.434	-371.403	-7.313	-38.867	-13.422	-6.976	-14.470	5.988	1.699	1.289	1.072	1.759	1.843	1.627	1.892	2.048	,	,	1.229	1.157	1.795	1.867	1.422	1.711	-6.157	1.386	,	1.036	1.000	0.337	0.542	0.518	0.916	0.639	0.916	0.566	0.253	1.494	1.361	-6.735	1.446	-5.892	1.458	2.771	1.217	1.530	0.566	0.566	0.446	0.434	0.904	0.157	0.988	0.133	0.904	0.771	0.072	0.349	0.880	1.723	1.265	-6.542	1.398	1.277	1.120	1.229	,	,	,	,	,	1.181	1.193	1.578	2.133	1.361	,	,	,	-6.699	1.530	1.530	-10.253	1.169	1.277	1.108	1.157	-11.024	0.723	1.150	,	1.627	0.325	0.444	,	-5.398	1.068	1.618	1.338	2.956	-13.133	,	0.012	0.108	0.157	0.711	0.012	0.024	0.145	0.060	0.434	0.337	0.024	0.000	0.012	0.012	0.012	0.012	0.000	0.084	0.012	0.024	0.000	0.012	0.024	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.012	0.012	0.012	0.012	0.012	0.012	0.000	0.012	0.000	0.000	0.012	0.000	0.000	0.000	0.024	0.000	0.012	0.000	0.012	0.000	0.024	0.000	0.000	0.012	0.000	0.012	0.000	0.000	0.012	0.012	0.012	0.000	0.012	0.000	0.000	0.000	0.060	0.012	0.012	0.012	0.036	0.000	0.000	0.024	0.036	0.036	0.000	0.012	0.012	0.012	0.012	0.012	0.012	0.000	0.000	0.012	0.000	0.012	0.000	0.024	0.012	0.000	0.000	0.000	0.024	0.133	0.000	1.000	0.398	0.506	0.446	2.181	0.542	2.964	1.000	1.000	0.819	0.590	0.060	0.245	0.566	0.916	1.000	1.590	0.735	0.000	0.000	12.807	,	472.337	1.229	0.386	1.614	0.880	0.000	0.880	3.434	1.614	5.048	4.988	0.000	4.988	6.205
Mean of treatment		1.000	0.870	0.481	0.481	1.000	2.000	-72.370	2.185	1.000	1.000	1.000	0.491	0.315	0.642	0.833	0.889	0.889	1.889	0.889	0.259	0.083	14.120		413.102	1.306	0.000	1.306	0.806	0.120	0.926	4.019	1.093	5.111	3.481	0.000	3.481	6.194	0.065	6.259	0.222	0.000	0.222	1.000	0.000	1.000	26.461	84.354	53.561	73.160	18.306	19.000	0.444	1.991	0.991	0.000				46.639	-13.306		21.759	1.500	1.167	2.630	6.898	129.731		-16.676		0.128	0.128	0.077	0.026	0.128	0.154	0.385	0.026	0.026	0.103	0.000	0.000		-44.513	10.000			1.821	4.487	-30.315	-8.630	0.565	0.046	0.019	0.009	0.009	0.000	1.083		-15.565	-26.583	1.769	0.880	-160.989	-33.056	-439.032	5.074	-3.389	6.935	-47.259	-22.741	-3.000	1.444	1.269	1.167	-3.963	-3.796	1.935	-10.083	-3.620			1.125	1.192	-7.861	1.787	-4.806	1.583	1.796	1.278		1.231	0.991	0.352	0.537	0.546	0.889	0.685	0.898	0.546	0.306	1.630	1.713	1.519	1.481	-16.065	1.648	2.991	1.324	-4.667	0.574	0.648	0.417	0.324	0.907	0.194	0.954	0.065	0.898	0.759	0.056	0.352	0.769	-7.593	-17.194	1.620	-4.722	-17.259	-8.037	1.287						1.154	1.144	1.454	1.954	1.343				-26.269	1.389	1.472	1.657	1.287	1.269	-7.963	-35.722	1.065	-5.630	-44.862		1.519	-8.991	0.536		2.685	-5.825	1.604	1.407	3.011	-34.148		0.000	0.102	0.194	0.676	0.028	0.056	0.185	0.019	0.333	0.407	0.000	0.009	0.000	0.000	0.000	0.000	0.009	0.065	0.000	0.037	0.009	0.000	0.000	0.019	0.019	0.009	0.009	0.009	0.000	0.009	0.019	0.009	0.009	0.000	0.009	0.000	0.000	0.000	0.000	0.009	0.000	0.019	0.009	0.028	0.009	0.009	0.009	0.009	0.009	0.009	0.019	0.000	0.009	0.000	0.009	0.009	0.000	0.009	0.009	0.009	0.019	0.000	0.037	0.000	0.009	0.000	0.019	0.009	0.009	0.019	0.000	0.000	0.000	0.000	0.009	0.009	0.009	0.009	0.102	0.019	0.000	0.000	0.000	0.000	0.000	0.009	0.019	0.009	0.000	0.037	0.000	0.009	0.000	0.000	0.028	0.009	0.009	0.009	0.130	0.009	1.000	0.870	0.481	0.481	2.000	-72.370	2.185	1.000	1.000	1.000	0.491	0.315	0.642	0.833	0.889	0.889	1.889	0.889	0.259	0.083	14.120		413.102	1.306	0.000	1.306	0.806	0.120	0.926	4.019	1.093	5.111	3.481	0.000	3.481	6.194
Strata FE		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes				Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes						Yes	Yes	Yes	Yes	Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
Cluster Station		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes				Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes						Yes	Yes	Yes	Yes	Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
,																								Strata FE																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE			Strata FE	Strata FE												Strata FE																						,	,									,																																								Strata FE	Strata FE	Strata FE	,	,						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																																										Strata FE														
,																								Strata FE																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE			Strata FE	Strata FE												Strata FE																						,	)									,																																								Strata FE	Strata FE	Strata FE	,	)						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																																										Strata FE														
,																								Strata FE																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE			Strata FE	Strata FE												Strata FE																						)	,									)																																								Strata FE	Strata FE	Strata FE	)	,						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																																										Strata FE														
Yes																								Cluster Station																																	Cluster Station		Cluster Station												Cluster Station																	Cluster Station												Cluster Station																																																																								Cluster Station	Cluster Station																							Cluster Station				Cluster Station																																																																																																																																	Cluster Station														
Yes																																																										Cluster Station				Cluster Station							Cluster Station															Cluster Station			Cluster Station																																																																																							Cluster Station								Cluster Station	Cluster Station	Cluster Station																							Cluster Station																																																																																																																																								
Robust standard errors in parentheses																																																																																																																																																																																																																																																																																																																																																							
*** p<0.01, ** p<0.05, * p<0.1																																																																																																																																																																																																																																																																																																																																																							
