		(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)	(73)	(74)	(75)	(76)	(77)	(78)	(79)	(80)	(81)	(82)	(83)	(84)	(85)	(86)	(87)	(88)	(89)	(90)	(91)	(92)	(93)	(94)	(95)	(96)	(97)	(98)	(99)	(100)	(101)	(102)	(103)	(104)	(105)	(106)	(107)	(108)	(109)	(110)	(111)	(112)	(113)	(114)	(115)	(116)	(117)	(118)	(119)	(120)	(121)	(122)	(123)	(124)	(125)	(126)	(127)	(128)	(129)	(130)	(131)	(132)	(133)	(134)	(135)	(136)	(137)	(138)	(139)	(140)	(141)	(142)	(143)	(144)	(145)	(146)	(147)	(148)	(149)	(150)	(151)	(152)	(153)	(154)	(155)	(156)	(157)	(158)	(159)	(160)	(161)	(162)	(163)	(164)	(165)	(166)	(167)	(168)	(169)	(170)	(171)	(172)	(173)	(174)	(175)	(176)	(177)	(178)	(179)	(180)	(181)	(182)	(183)	(184)	(185)	(186)	(187)	(188)	(189)	(190)	(191)	(192)	(193)	(194)	(195)	(196)	(197)	(198)	(199)	(200)	(201)	(202)	(203)	(204)	(205)	(206)	(207)	(208)	(209)	(210)	(211)	(212)	(213)	(214)	(215)	(216)	(217)	(218)	(219)	(220)	(221)	(222)	(223)	(224)	(225)	(226)	(227)	(228)	(229)	(230)	(231)	(232)	(233)	(234)	(235)	(236)	(237)	(238)	(239)	(240)	(241)	(242)	(243)	(244)	(245)	(246)	(247)	(248)	(249)	(250)	(251)	(252)	(253)	(254)	(255)	(256)	(257)	(258)	(259)	(260)	(261)	(262)	(263)	(264)	(265)	(266)	(267)	(268)	(269)	(270)	(271)	(272)	(273)	(274)	(275)	(276)	(277)	(278)	(279)	(280)	(281)	(282)	(283)	(284)	(285)	(286)	(287)	(288)	(289)	(290)	(291)	(292)	(293)	(294)	(295)	(296)	(297)	(298)	(299)	(300)	(301)	(302)	(303)	(304)	(305)	(306)	(307)	(308)	(309)	(310)	(311)	(312)	(313)	(314)	(315)	(316)	(317)	(318)	(319)	(320)	(321)	(322)	(323)	(324)	(325)	(326)	(327)	(328)	(329)	(330)	(331)	(332)	(333)	(334)	(335)	(336)	(337)	(338)	(339)	(340)	(341)	(342)	(343)	(344)	(345)	(346)
R-squared		0.036	0.118	0.074	0.074		0.299	0.419	0.241	0.025		0.027	0.072	0.114	0.073	0.044	0.044		0.009	0.012	0.052	0.052	0.051	-0.000	0.410	0.098		0.098	0.085	0.074	0.076	0.627	0.190	0.613	0.366	0.096	0.384	0.198	0.199	0.259	0.074		0.074	0.074		0.074	0.023	0.038	0.090	0.114	0.599		1.000	0.006	0.005	0.076	0.076	0.076	0.076	0.005	0.007	0.007	0.007	0.045	0.009	0.006	0.006	0.004	0.004	0.005	0.005	0.013	0.019	0.012		0.053	0.008	0.022	0.023		0.037				0.002				0.089	0.018	0.007	0.005	0.017	0.007	0.010	0.006	0.006	0.003	0.005	0.005	0.003	0.001	0.006	0.005	0.006	0.019	0.016	0.011	0.007	0.010	0.002	0.000	0.005	0.005	0.002	0.012	0.006	0.003	0.005	0.023	0.019	0.019	0.019	0.043	0.015	0.011	0.005	0.005	0.006	0.007	0.015	0.015	0.011		0.036	0.010	0.002	0.001	0.002	0.002	0.003	0.024	0.004	0.010	0.029	0.004	0.014	0.012	0.006	0.006	0.022	0.001	0.004	0.001	0.013	0.011	0.001	0.000	0.006	0.006	0.027	0.016	0.002	0.002	0.003	0.026	0.002	0.009	0.001	0.014	0.007	0.007	0.007	0.007	0.007	0.007	0.006	0.000	0.001	0.011	0.007	0.007	0.007	0.007	0.003	0.009	0.002	0.002	0.002	0.003	0.002	0.001	0.005	0.022	0.013	0.013	0.015	0.007	0.011	0.011	0.008	0.015	0.008	0.015	0.009	0.017	0.017	0.008	0.008	0.006	0.001	0.013	0.017	0.000	0.002	0.002	0.001	0.006	0.006	0.006	0.006	0.006	0.004	0.007	0.010	0.010	0.014	0.006	0.013	0.002	0.005	0.006	0.009	0.007	0.003	0.005	0.024	0.005	0.003	0.006	0.008	0.007	0.005	0.005	0.006	0.007	0.007	0.005	0.001	0.005	0.006	0.006	0.007	0.005	0.000	0.006	0.005	0.006	0.006	0.006	0.005	0.005	0.005	0.002	0.005	0.006	0.006	0.005	0.005	0.006	0.001	0.006	0.006	0.000	0.005	0.006	0.007	0.006	0.005	0.005	0.006	0.005	0.013	0.006	0.023	0.007	0.007	0.007	0.015	0.008	0.005	0.007	0.006	0.006	0.006	0.005	0.005	0.006	0.005	0.007	0.007	0.004	0.007	0.006	0.006	0.006	0.002	0.015	0.005	0.008	0.006	0.007	0.006	0.006	0.006	0.006	0.002	0.007	0.008	0.006	0.008	0.006	0.005	0.004	0.006	0.006	0.003	0.000	0.006	0.006	0.006	0.005	0.007	0.005	0.006	0.006	0.007	0.007	0.000	0.006	0.003	0.006	0.006	0.019	0.001	0.004	0.007
Mean of control		0.967	0.600	0.387	0.387	1.000	1.820	0.820	2.207	0.973	1.000	0.753	0.413	0.053	0.210	0.573	0.533	1.000	1.693	0.747	0.053	0.053	10.700	0.778	412.267	0.000	0.000	0.000	0.567	0.067	0.633	7.967	4.227	12.193	4.380	0.073	4.453	4.980	1.333	6.313	0.000	0.000	0.000	1.000	0.000	1.000	25.893	84.821	35.371	5.159	24.593	25.000	0.460	1.987	1.000	1.920	,	,	,	46.307	-2.753	,	21.233	1.727	0.600	4.307	6.693	123.973	,	2.040	,	0.096	0.019	0.019	0.000	0.269	0.250	0.212	0.058	0.000	0.231	0.000	0.000	,	1.038	,	,	,	1.808	6.865	0.153	0.200	0.387	0.013	0.000	0.000	0.007	0.013	1.040	,	2.833	1.160	1.740	0.933	-174.814	0.927	-554.849	4.733	-0.933	6.853	-17.593	-9.780	-16.313	2.320	1.287	1.220	1.847	2.033	1.573	2.340	1.973	,	,	1.373	1.073	1.547	2.173	1.193	1.693	2.180	1.133	,	1.113	1.000	0.333	0.673	0.693	0.880	0.647	0.920	0.613	0.327	1.447	1.360	1.353	1.347	2.040	1.467	3.613	1.320	1.493	0.493	0.687	0.427	0.320	0.947	0.133	0.993	0.133	0.933	0.860	0.140	0.460	0.933	1.953	1.173	1.540	1.893	1.333	1.233	1.260	,	,	,	,	,	1.120	1.067	1.460	2.320	1.200	,	,	,	-7.600	-18.660	1.313	-9.200	-3.147	-7.713	-3.307	-14.473	1.040	0.620	-17.946	,	1.607	0.273	0.341	,	-1.913	-9.624	1.701	1.333	3.034	-5.920	,	0.007	0.160	0.133	0.700	0.000	0.013	0.167	0.033	0.420	0.367	0.007	0.007	0.007	0.000	0.007	0.007	0.020	0.040	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.040	0.007	0.013	0.000	0.027	0.000	0.013	0.007	0.027	0.007	0.000	0.000	0.000	0.007	0.007	0.000	0.007	0.000	0.007	0.000	0.007	0.007	0.013	0.007	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.020	0.000	0.000	0.007	0.000	0.000	0.007	0.007	0.000	0.007	0.007	0.000	0.007	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.033	0.013	0.007	0.007	0.013	0.000	0.000	0.007	0.007	0.007	0.007	0.000	0.000	0.007	0.000	0.013	0.020	0.007	0.007	0.000	0.000	0.007	0.027	0.013	0.000	0.000	0.007	0.007	0.007	0.007	0.007	0.007	0.013	0.007	0.007	0.000	0.040	0.000	0.000	0.020	0.007	0.000	0.073	0.007	0.000	0.000	0.007	0.000	0.007	0.000	0.007	0.000	0.007	0.007	0.007	0.007	0.013	0.000	0.007	0.013	0.107	0.013	0.007
Mean of treatment		0.886	0.636	0.370	0.370	1.000	2.179	0.897	2.565	1.000	1.000	0.875	0.598	0.266	0.445	0.560	0.707	1.000	1.647	0.826	0.212	0.212	11.103	,	534.250	0.234	0.000	0.234	0.815	0.000	0.815	12.870	3.891	16.761	4.734	0.109	4.842	5.484	1.402	6.886	0.082	0.000	0.082	0.918	0.000	0.918	25.881	84.841	23.872	6.929	30.538	25.000	0.565	1.924	0.995	1.946				46.592	3.207		21.418	1.342	0.554	4.663	6.217	117.462		2.223		0.046	0.000	0.046	0.000	0.231	0.292	0.323	0.031	0.000	0.092	0.000	0.000		1.062				2.138	8.392	0.190	0.261	0.462	0.038	0.011	-3.614	0.005	0.005	1.071		2.717	1.174	1.761	-4.538	-215.933	-20.832	-427.816	-15.065	-14.457	-12.745	-25.560	-13.973	-22.380	2.158	1.277	1.109	1.696	1.940	1.500	2.130	1.853			1.342	1.147	1.413	1.973	1.141	1.658	2.109	1.158		1.098	1.000	0.288	0.609	0.663	0.864	0.636	0.902	0.560	0.424	1.495	1.293	1.418	1.429	2.087	1.440	3.837	1.245	1.293	0.495	0.630	0.391	0.326	0.973	0.136	0.995	0.098	0.940	0.880	0.239	0.495	0.946	1.848	1.190	1.620	1.707	1.299	1.239	1.321						-2.424	1.060	1.495	2.576	1.136				-2.272	-4.011	1.375	-3.424	-7.717	-7.984	-7.886	-20.630	-6.245	0.527	-26.402		1.516	0.272	0.380		-11.902	-32.106	1.565	1.585	3.150	-40.620		0.022	0.103	0.185	0.679	0.011	0.065	0.158	0.022	0.408	0.348	0.000	0.000	0.000	0.005	0.016	0.016	0.005	0.011	0.011	0.016	0.005	0.011	0.011	0.005	0.005	0.033	0.000	0.005	0.005	0.005	0.005	0.005	0.000	0.005	0.000	0.005	0.005	0.005	0.000	0.000	0.005	0.011	0.005	0.000	0.005	0.000	0.022	0.011	0.000	0.005	0.005	0.005	0.000	0.005	0.005	0.011	0.011	0.005	0.005	0.000	0.005	0.005	0.000	0.011	0.005	0.005	0.005	0.005	0.000	0.000	0.005	0.005	0.005	0.005	0.005	0.011	0.005	0.000	0.000	0.000	0.000	0.000	0.016	0.005	0.000	0.000	0.000	0.000	0.005	0.005	0.005	0.005	0.000	0.011	0.016	0.000	0.005	0.005	0.000	0.033	0.000	0.005	0.016	0.005	0.000	0.000	0.005	0.000	0.000	0.027	0.000	0.022	0.005	0.022	0.005	0.005	0.005	0.005	0.005	0.103	0.005	0.005	0.005	0.000	0.011	0.000	0.005	0.000	0.005	0.000	0.000	0.005	0.000	0.011	0.005	0.000	0.071	0.087	0.022	0.000
Strata FE		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes				Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes						Yes	Yes	Yes	Yes	Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
Cluster Station		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes				Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes						Yes	Yes	Yes	Yes	Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
,																								,																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE		)	Strata FE	Strata FE												Strata FE																						Strata FE	Strata FE									Strata FE																																								Strata FE	Strata FE	Strata FE	Strata FE	Strata FE						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																																																												
,																								)																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE		,	Strata FE	Strata FE												Strata FE																						Strata FE	Strata FE									Strata FE																																								Strata FE	Strata FE	Strata FE	Strata FE	Strata FE						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																																																												
,																								)																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE		,	Strata FE	Strata FE												Strata FE																						Strata FE	Strata FE									Strata FE																																								Strata FE	Strata FE	Strata FE	Strata FE	Strata FE						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																																																												
Yes																																																									Cluster Station					Cluster Station																						Cluster Station			Cluster Station																																			Cluster Station	Cluster Station																																																	Cluster Station				Cluster Station						Cluster Station	Cluster Station	Cluster Station																Cluster Station																																																																																																																																																			
Yes																																																										Cluster Station	Cluster Station										Cluster Station		Cluster Station																	Cluster Station												Cluster Station																																Cluster Station																																									Cluster Station	Cluster Station	Cluster Station																					Cluster Station											Cluster Station																																																																																																																																												
Robust standard errors in parentheses																																																																																																																																																																																																																																																																																																																																																											
*** p<0.01, ** p<0.05, * p<0.1																																																																																																																																																																																																																																																																																																																																																											
