		(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)	(73)	(74)	(75)	(76)	(77)	(78)	(79)	(80)	(81)	(82)	(83)	(84)	(85)	(86)	(87)	(88)	(89)	(90)	(91)	(92)	(93)	(94)	(95)	(96)	(97)	(98)	(99)	(100)	(101)	(102)	(103)	(104)	(105)	(106)	(107)	(108)	(109)	(110)	(111)	(112)	(113)	(114)	(115)	(116)	(117)	(118)	(119)	(120)	(121)	(122)	(123)	(124)	(125)	(126)	(127)	(128)	(129)	(130)	(131)	(132)	(133)	(134)	(135)	(136)	(137)	(138)	(139)	(140)	(141)	(142)	(143)	(144)	(145)	(146)	(147)	(148)	(149)	(150)	(151)	(152)	(153)	(154)	(155)	(156)	(157)	(158)	(159)	(160)	(161)	(162)	(163)	(164)	(165)	(166)	(167)	(168)	(169)	(170)	(171)	(172)	(173)	(174)	(175)	(176)	(177)	(178)	(179)	(180)	(181)	(182)	(183)	(184)	(185)	(186)	(187)	(188)	(189)	(190)	(191)	(192)	(193)	(194)	(195)	(196)	(197)	(198)	(199)	(200)	(201)	(202)	(203)	(204)	(205)	(206)	(207)	(208)	(209)	(210)	(211)	(212)	(213)	(214)	(215)	(216)	(217)	(218)	(219)	(220)	(221)	(222)	(223)	(224)	(225)	(226)	(227)	(228)	(229)	(230)	(231)	(232)	(233)	(234)	(235)	(236)	(237)	(238)	(239)	(240)	(241)	(242)	(243)	(244)	(245)	(246)	(247)	(248)	(249)	(250)	(251)	(252)	(253)	(254)	(255)	(256)	(257)	(258)	(259)	(260)	(261)	(262)	(263)	(264)	(265)	(266)	(267)	(268)	(269)	(270)	(271)	(272)	(273)	(274)	(275)	(276)	(277)	(278)	(279)	(280)	(281)	(282)	(283)	(284)	(285)	(286)	(287)	(288)	(289)	(290)	(291)	(292)	(293)	(294)	(295)	(296)	(297)	(298)	(299)	(300)	(301)	(302)	(303)
R-squared		0.141	0.115	0.032	0.336	0.047	0.466	0.698	0.161	0.106		0.202	0.202	0.052	0.742	0.215	0.269		0.023	0.016	0.166	0.156	0.293		0.590	0.160		0.160	0.114		0.114	0.789	0.489	0.802	0.586	0.274	0.570	0.596		0.596	0.054		0.054	0.082		0.082	0.108	0.005	0.028	0.102	0.773		1.000	0.008		0.380	0.380	0.380	0.380	0.001	0.027	0.027	0.002	0.006	0.005	0.013	0.025	0.029	0.029	0.013	0.013	0.013	0.042	0.020		0.133	0.066	0.001	0.043	0.020	0.063				0.060	1.000	1.000	1.000	0.100	0.011	0.002	0.036	0.004	0.001	0.016		0.000	0.000	0.024	0.024	0.004	0.042	0.001	0.003	0.036	0.003	0.004	0.014	0.021	0.015	0.005	0.007	0.014	0.012	0.007	0.027	0.007	0.017	0.012	0.009	0.006	0.006	0.006	0.012	0.006	0.014	0.016	0.040	0.001	0.025	0.007	0.007	0.002	0.000	0.042	0.023	0.028	0.004	0.052	0.003	0.009	0.027	0.022	0.001	0.013	0.016	0.003	0.013	0.046	0.000	0.012	0.023	0.008	0.006	0.009	0.000	0.001	0.021	0.044	0.007	0.000	0.014	0.004	0.034	0.010	0.004	0.002	0.008	0.007	0.006	0.004	0.004	0.004	0.004	0.004	0.004	0.007	0.020	0.012	0.016	0.008	0.008	0.008	0.008	0.012	0.009	0.012	0.025	0.013	0.012	0.002	0.012	0.013	0.001	0.021	0.021	0.044	0.002	0.038	0.038	0.012	0.014	0.007	0.021	0.004	0.000	0.000	0.012	0.009	0.019	0.010	0.013	0.000	0.028	0.010	0.008	0.012	0.016	0.013	0.013	0.000	0.013	0.013	0.016	0.016	0.016	0.016	0.013	0.023	0.013	0.024	0.016	0.013	0.013	0.013	0.013	0.000	0.013	0.012	0.012	0.012	0.012	0.013	0.013	0.013	0.013	0.003	0.012	0.013	0.013	0.000	0.013	0.013	0.012	0.011	0.013	0.013	0.012	0.016	0.000	0.019	0.016	0.013	0.025	0.013	0.016	0.013	0.016	0.012	0.016	0.015	0.016	0.024	0.000	0.015	0.013	0.013	0.013	0.013	0.024	0.003	0.013	0.013	0.025	0.013	0.013	0.016	0.025	0.016	0.013	0.012	0.012	0.019	0.003	0.012	0.016	0.012	0.012	0.013	0.015	0.016	0.027	0.002	0.013
Mean of control		1.000	1.000	0.271	0.271	0.957	2.400	1.471	2.600	1.000	1.000	0.829	0.900	0.257	0.397	0.586	0.757	1.000	1.914	0.914	0.457	0.143	10.086	0.000	330.229	0.414	0.000	0.414	1.000	0.000	1.000	15.900	7.014	22.914	7.257	0.000	7.257	5.200	0.000	5.200	0.043	0.000	0.043	0.914	0.000	0.914	27.091	84.138	67.936	152.081	37.743	39.000	0.543	1.643	1.000	2.000	,	,	,	46.843	-22.857	,	22.200	2.057	0.586	4.757	6.171	114.529	,	-7.557	,	0.192	0.000	0.000	0.000	0.077	0.231	0.269	0.115	0.000	0.192	0.000	0.000	,	1.192	35.000	,	,	1.615	5.577	0.300	0.357	0.557	0.029	-9.514	0.000	0.014	0.014	1.086	,	3.043	1.057	1.686	-13.357	-183.641	-41.886	-485.569	-47.557	-32.386	-17.014	-33.143	-32.257	-17.186	1.829	1.086	1.114	1.686	1.814	1.643	1.886	2.400	,	,	1.214	1.029	1.557	-7.814	1.329	1.571	1.743	1.243	,	1.129	0.986	0.257	0.629	0.614	0.814	0.757	0.900	0.629	0.386	1.457	1.414	1.357	-8.286	2.700	-7.986	3.371	1.129	1.457	0.500	0.671	0.471	0.357	0.943	0.186	0.971	0.043	0.914	0.871	0.129	0.286	0.943	1.471	1.129	1.386	1.314	1.129	1.171	1.229	,	,	,	,	,	1.157	1.014	1.457	-7.371	1.229	,	,	,	1.443	1.286	1.257	1.429	1.371	1.143	1.157	1.200	-13.271	0.586	-20.634	,	1.557	0.429	-32.967	,	2.629	-9.215	1.820	1.311	3.131	-16.129	,	0.000	0.071	0.271	0.643	0.014	0.029	0.143	0.057	0.443	0.329	0.014	0.014	0.014	0.029	0.014	0.014	0.014	0.014	0.014	0.014	0.000	0.000	0.014	0.000	0.014	0.014	0.014	0.014	0.014	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.014	0.000	0.014	0.014	0.014	0.014	0.014	0.000	0.000	0.014	0.014	0.000	0.014	0.014	0.000	0.014	0.014	0.000	0.014	0.014	0.000	0.014	0.000	0.014	0.014	0.014	0.000	0.014	0.014	0.014	0.014	0.014	0.000	0.000	0.029	0.000	0.000	0.043	0.014	0.000	0.014	0.000	0.100	0.000	0.000	0.000	0.000	0.014	0.000	0.014	0.000	0.000	0.014	0.014	0.029	0.029	0.086	0.000
Mean of treatment		0.866	0.805	0.427	0.000	1.000	2.341	0.561	16.098	0.902	1.000	1.000	0.598	0.476	1.000	0.963	0.963	1.000	1.793	0.829	0.098	0.098	13.488	,	203.976	1.183	0.000	1.183	0.988	0.000	0.988	19.378	6.524	25.902	5.939	0.244	6.183	5.415	0.000	5.415	0.134	0.000	0.134	0.963	0.000	0.963	27.140	84.154	63.889	84.151	40.768	39.000	0.512	1.768	1.000	1.080				46.341	3.098		21.305	1.902	0.500	5.122	5.500	101.878		2.098		0.129	0.065	0.032	0.000	0.129	0.323	0.290	0.032	0.032	0.129	0.000	0.000		-27.387	10.000			2.000	6.161	0.341	0.366	0.598	0.037	0.061	0.000	0.012	0.012	1.012		2.939	1.171	1.780	-23.537	-261.176	-23.512	-546.257	-7.427	-6.732	6.573	-31.585	-6.756	5.902	1.890	1.159	1.195	1.646	1.902	-6.537	1.976	2.171			1.195	1.061	1.488	1.976	1.207	1.585	1.939	1.305		1.171	0.988	0.427	0.610	0.561	0.805	0.732	0.878	0.549	0.329	1.476	1.390	-6.854	1.463	2.573	1.366	3.244	1.134	1.293	0.646	0.659	0.512	0.268	0.939	0.183	0.988	0.049	0.927	0.866	0.061	0.317	0.829	1.598	1.183	1.451	1.451	1.073	1.159	1.159						1.098	1.024	1.366	2.427	1.232				-6.720	1.280	-6.841	-14.720	-6.963	-7.000	1.134	-11.024	1.024	0.610	-16.740		1.561	0.476	0.410		-5.598	1.055	1.754	1.435	3.188	-13.622		0.012	0.098	0.244	0.646	0.000	0.024	0.280	0.024	0.390	0.280	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.049	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.000	0.012	0.012	0.024	0.012	0.000	0.000	0.012	0.000	0.000	0.012	0.024	0.000	0.000	0.012	0.000	0.012	0.037	0.000	0.000	0.024	0.000	0.000	0.012	0.000	0.012	0.000	0.012	0.000	0.024	0.012	0.012	0.000	0.000	0.000	0.012	0.024	0.037	0.012	0.012	0.000	0.000	0.012	0.000	0.024	0.122	0.012	0.012	0.012	0.037	0.024	0.012	0.000	0.012	0.012	0.000	0.012	0.000	0.000	0.110	0.012
Strata FE		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes				Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes						Yes	Yes	Yes	Yes	Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
Cluster Station		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes				Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes						Yes	Yes	Yes	Yes	Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
,																								,																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE			Strata FE	Strata FE												Strata FE																						Strata FE	Strata FE									Strata FE																																								Strata FE	Strata FE	Strata FE	Strata FE	Strata FE						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																	
,																								)																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE			Strata FE	Strata FE												Strata FE																						Strata FE	Strata FE									Strata FE																																								Strata FE	Strata FE	Strata FE	Strata FE	Strata FE						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																	
Yes																																																									Cluster Station														Cluster Station																Cluster Station													Cluster Station																						Cluster Station																																																		Cluster Station			Cluster Station	Cluster Station							Cluster Station	Cluster Station												Cluster Station				Cluster Station							Cluster Station																																																																																																	
Yes																																																										Cluster Station	Cluster Station			Cluster Station							Cluster Station															Cluster Station				Cluster Station																																			Cluster Station									Cluster Station																																									Cluster Station	Cluster Station								Cluster Station																																																																																																																										
Robust standard errors in parentheses																																																																																																																																																																																																																																																																																																																
*** p<0.01, ** p<0.05, * p<0.1																																																																																																																																																																																																																																																																																																																
