		(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)	(51)	(52)	(53)	(54)	(55)	(56)	(57)	(58)	(59)	(60)	(61)	(62)	(63)	(64)	(65)	(66)	(67)	(68)	(69)	(70)	(71)	(72)	(73)	(74)	(75)	(76)	(77)	(78)	(79)	(80)	(81)	(82)	(83)	(84)	(85)	(86)	(87)	(88)	(89)	(90)	(91)	(92)	(93)	(94)	(95)	(96)	(97)	(98)	(99)	(100)	(101)	(102)	(103)	(104)	(105)	(106)	(107)	(108)	(109)	(110)	(111)	(112)	(113)	(114)	(115)	(116)	(117)	(118)	(119)	(120)	(121)	(122)	(123)	(124)	(125)	(126)	(127)	(128)	(129)	(130)	(131)	(132)	(133)	(134)	(135)	(136)	(137)	(138)	(139)	(140)	(141)	(142)	(143)	(144)	(145)	(146)	(147)	(148)	(149)	(150)	(151)	(152)	(153)	(154)	(155)	(156)	(157)	(158)	(159)	(160)	(161)	(162)	(163)	(164)	(165)	(166)	(167)	(168)	(169)	(170)	(171)	(172)	(173)	(174)	(175)	(176)	(177)	(178)	(179)	(180)	(181)	(182)	(183)	(184)	(185)	(186)	(187)	(188)	(189)	(190)	(191)	(192)	(193)	(194)	(195)	(196)	(197)	(198)	(199)	(200)	(201)	(202)	(203)	(204)	(205)	(206)	(207)	(208)	(209)	(210)	(211)	(212)	(213)	(214)	(215)	(216)	(217)	(218)	(219)	(220)	(221)	(222)	(223)	(224)	(225)	(226)	(227)	(228)	(229)	(230)	(231)	(232)	(233)	(234)	(235)	(236)	(237)	(238)	(239)	(240)	(241)	(242)	(243)	(244)	(245)	(246)	(247)	(248)	(249)	(250)	(251)	(252)	(253)	(254)	(255)	(256)	(257)	(258)	(259)	(260)	(261)	(262)	(263)	(264)	(265)	(266)	(267)	(268)	(269)	(270)	(271)	(272)	(273)	(274)	(275)	(276)	(277)	(278)	(279)	(280)	(281)	(282)	(283)	(284)	(285)	(286)	(287)	(288)	(289)	(290)	(291)	(292)	(293)	(294)	(295)	(296)	(297)	(298)	(299)	(300)	(301)	(302)	(303)	(304)	(305)	(306)	(307)	(308)	(309)	(310)	(311)	(312)
R-squared		0.023	0.025	0.391	0.399		0.171	0.458	0.231	0.121	0.093	0.185	0.163	0.162	0.148	0.016	0.036	0.021	0.035	0.009	0.255	0.212	0.032		0.366	0.186		0.186	0.047	0.111	0.046	0.492	0.182	0.542	0.263		0.263	0.401	0.337	0.421	0.084		0.084	0.084		0.084	0.024	0.001	0.044	0.067	0.650		1.000	0.003	0.009	0.086	0.086	0.086	0.086	0.004	0.010	0.010	0.005	0.064	0.021	0.013	0.002	0.002	0.002	0.010	0.010	0.111	0.020	0.000	0.021	0.011	0.022	0.020	0.044		0.056				0.025				0.005	0.050	0.001	0.006	0.010	0.021	0.021	0.021	0.021	0.022	0.025	0.025	0.000	0.003	0.018	0.003	0.009	0.000	0.021	0.010	0.011	0.010	0.031	0.009	0.010	0.041	0.013	0.027	0.002	0.010	0.010	0.011	0.008	0.008	0.008	0.017	0.004	0.014	0.013	0.012	0.002	0.004	0.028	0.028	0.010	0.008	0.034	0.005	0.003	0.004	0.065	0.001	0.014	0.015	0.014	0.013	0.011	0.008	0.029	0.009	0.001	0.007	0.003	0.002	0.003	0.002	0.030	0.006	0.012	0.009	0.019	0.009	0.010	0.004	0.025	0.009	0.011	0.013	0.012	0.016	0.014	0.004	0.015	0.015	0.015	0.015	0.015	0.015	0.036	0.013	0.014	0.026	0.014	0.014	0.014	0.014	0.017	0.008	0.010	0.009	0.015	0.004	0.010	0.000	0.010	0.000	0.026	0.026	0.020	0.018	0.118	0.118	0.008	0.008	0.003	0.021	0.011	0.007	0.007	0.009	0.000	0.000	0.010	0.007	0.000	0.009	0.009	0.010	0.010	0.008	0.008	0.003	0.010	0.010	0.008	0.010	0.010	0.014	0.010	0.010	0.008	0.010	0.021	0.017	0.010	0.014	0.008	0.008	0.000	0.010	0.008	0.010	0.002	0.008	0.008	0.004	0.009	0.010	0.009	0.009	0.021	0.010	0.010	0.010	0.010	0.010	0.008	0.025	0.010	0.010	0.004	0.008	0.008	0.008	0.002	0.004	0.008	0.008	0.010	0.010	0.010	0.008	0.008	0.032	0.010	0.008	0.008	0.019	0.016	0.021	0.014	0.010	0.009	0.010	0.010	0.008	0.014	0.003	0.009	0.010	0.010	0.010	0.008	0.010	0.004	0.032	0.008	0.010	0.008	0.008	0.008	0.010	0.008	0.010	0.010	0.008	0.010	0.008	0.008	0.008	0.006	0.005	0.013	0.008	0.010
Mean of control		0.927	0.482	0.664	0.618	1.000	2.173	1.055	2.927	0.900	0.900	0.718	0.591	0.000	0.231	0.791	0.527	0.982	1.555	0.673	0.309	0.218	10.873	0.000	432.264	1.000	0.000	1.000	0.764	0.118	0.882	9.864	2.227	12.091	5.027	0.000	5.027	5.882	1.236	7.118	0.091	0.000	0.091	0.909	0.000	0.909	26.181	84.381	32.205	13.584	27.118	21.000	0.564	1.955	1.000	1.945	,	,	,	46.800	3.109	,	21.282	0.618	1.009	4.255	6.291	118.682	,	-6.855	,	0.000	0.023	0.023	0.000	0.250	0.023	0.455	0.045	0.000	0.182	0.000	0.000	,	-19.114	,	,	,	1.773	6.136	0.318	0.418	-8.473	-12.073	-12.064	-12.100	-12.091	-18.145	1.073	,	-6.173	1.118	1.482	0.936	-229.233	-17.282	-555.124	5.373	5.755	1.145	5.673	6.064	-2.645	1.636	1.100	1.145	1.500	1.809	-4.636	-4.291	-4.091	,	,	1.145	1.082	1.355	1.864	1.109	1.482	1.927	1.182	,	1.055	0.991	0.445	0.655	0.691	0.891	0.800	0.918	0.645	0.364	1.364	1.209	1.109	1.264	2.109	1.400	3.082	1.209	1.218	0.591	0.627	0.436	0.482	0.945	0.273	0.991	0.182	0.945	0.927	0.145	0.482	0.891	1.891	1.255	1.682	1.664	1.155	1.182	1.236	,	,	,	,	,	1.200	1.109	1.364	2.173	1.255	,	,	,	1.527	-4.600	1.427	-4.418	1.318	-13.945	1.182	1.164	1.000	0.618	1.088	,	1.464	0.336	0.459	,	2.555	-5.427	1.670	1.381	3.052	-21.409	,	0.064	0.318	0.618	0.000	0.036	0.182	0.018	0.464	0.300	0.000	0.009	0.000	0.018	0.009	0.009	0.009	0.000	0.000	0.018	0.009	0.009	0.009	0.000	0.018	0.009	0.009	0.000	0.009	0.009	0.009	0.009	0.009	0.009	0.027	0.000	0.009	0.018	0.009	0.000	0.000	0.009	0.000	0.009	0.009	0.009	0.009	0.009	0.009	0.027	0.009	0.009	0.009	0.000	0.009	0.009	0.018	0.009	0.009	0.009	0.009	0.000	0.009	0.000	0.009	0.000	0.009	0.009	0.000	0.018	0.000	0.036	0.000	0.000	0.000	0.009	0.000	0.009	0.009	0.009	0.009	0.009	0.000	0.009	0.000	0.000	0.100	0.000	0.009	0.009	0.000	0.000	0.009	0.000	0.009	0.009	0.000	0.009	0.009	0.009	0.009	0.000	0.073	0.027	0.118	0.000	0.000
Mean of treatment		0.882	0.491	0.255	0.182	1.000	1.818	0.527	1.864	1.000	1.000	1.000	0.536	0.200	0.610	0.718	0.636	1.000	1.527	0.700	0.336	0.255	10.964	,	275.345	0.464	0.000	0.464	0.973	0.000	0.973	8.473	1.736	10.209	4.327	0.000	4.327	2.718	0.873	3.591	0.000	0.000	0.000	1.000	0.000	1.000	26.162	84.386	35.730	6.814	20.564	21.000	0.436	1.818	0.982	1.900				47.436	-5.164		22.409	1.964	0.818	4.973	6.736	126.627		2.100		0.111	0.000	0.022	0.022	0.200	0.067	0.533	0.022	0.000	0.133	0.000	0.000		-18.667				1.667	4.467	0.345	0.418	0.473	0.045	0.045	0.009	0.018	-9.073	1.018		-6.100	1.082	1.745	0.909	-186.120	-14.327	-504.157	-3.627	-0.091	-2.100	-18.755	-0.664	6.282	2.082	1.209	1.064	1.545	-4.273	1.273	1.827	2.100			1.336	1.091	1.427	1.927	1.173	1.555	1.782	1.255		1.082	1.000	0.327	0.600	0.736	0.855	0.682	0.936	0.545	0.355	1.555	1.327	1.182	1.391	2.427	1.409	3.136	1.318	1.291	0.573	0.591	0.473	0.491	0.973	0.327	0.991	0.091	0.936	0.909	0.118	0.355	0.927	-4.273	1.318	1.573	1.682	1.255	1.191	1.336						1.427	1.191	1.527	1.873	1.391				1.545	1.536	1.609	-7.136	1.355	-4.800	-4.773	1.173	-5.018	0.600	-39.364		1.636	0.355	0.282		2.627	1.075	1.755	1.306	3.061	-9.182		0.036	0.327	0.627	0.009	0.018	0.191	0.027	0.373	0.391	0.009	0.000	0.009	0.009	0.000	0.000	0.000	0.009	0.009	0.009	0.000	0.000	0.000	0.009	0.082	0.018	0.000	0.027	0.000	0.000	0.009	0.000	0.000	0.000	0.018	0.009	0.000	0.009	0.009	0.009	0.018	0.009	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.009	0.000	0.000	0.027	0.018	0.000	0.000	0.000	0.009	0.000	0.009	0.000	0.027	0.000	0.000	0.009	0.018	0.018	0.000	0.027	0.009	0.018	0.000	0.009	0.000	0.018	0.018	0.009	0.000	0.009	0.000	0.009	0.009	0.136	0.027	0.000	0.000	0.009	0.009	0.000	0.009	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.009	0.045	0.009	0.118	0.009	0.009
Strata FE		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes				Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes						Yes	Yes	Yes	Yes	Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
Cluster Station		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes				Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes			Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes						Yes	Yes	Yes	Yes	Yes				Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes		Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
,																								,																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE		,	Strata FE	Strata FE												Strata FE																						Strata FE	Strata FE									Strata FE																																								Strata FE	Strata FE	Strata FE	Strata FE	Strata FE						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																										
,																								)																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE		,	Strata FE	Strata FE												Strata FE																						Strata FE	Strata FE									Strata FE																																								Strata FE	Strata FE	Strata FE	Strata FE	Strata FE						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																										
,																								)																																	Strata FE	Strata FE	Strata FE			Strata FE							Strata FE		Strata FE													Strata FE		)	Strata FE	Strata FE												Strata FE																						Strata FE	Strata FE									Strata FE																																								Strata FE	Strata FE	Strata FE	Strata FE	Strata FE						Strata FE	Strata FE	Strata FE												Strata FE				Strata FE							Strata FE																																																																																																										
Yes																																																									Cluster Station	Cluster Station											Cluster Station		Cluster Station													Cluster Station				Cluster Station												Cluster Station																						Cluster Station	Cluster Station																																																	Cluster Station	Cluster Station	Cluster Station	Cluster Station									Cluster Station																																																																																																																																	
Yes																																																											Cluster Station			Cluster Station																									Cluster Station																																													Cluster Station																																												Cluster Station						Cluster Station	Cluster Station													Cluster Station				Cluster Station							Cluster Station																																																																																																										
Robust standard errors in parentheses																																																																																																																																																																																																																																																																																																																									
*** p<0.01, ** p<0.05, * p<0.1																																																																																																																																																																																																																																																																																																																									
